Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
BMW,3 Series,2005,4.8,Hybrid,Semi-Automatic,232537,5,1,11811
Audi,Q5,2020,2.5,Petrol,Automatic,70334,4,,22213
Audi,Q5,2006,2.6,Hybrid,Semi-Automatic,111820,4,4,12710
Kia,Optima,2015,1.1,Electric,Semi-Automatic,287171,5,2,10423
Hyundai,Sonata,2021,4.7,Petrol,Manual,70010,3,2,23973
Toyota,Camry,2012,3.3,Petrol,Manual,161823,5,2,13585
BMW,X5,2007,1.5,Diesel,Automatic,192279,5,2,9370
Mercedes,C-Class,2011,2.5,Electric,Semi-Automatic,36869,3,4,19534
Volkswagen,Passat,2007,3.5,Electric,Automatic,83960,2,2,20160
Volkswagen,Golf,2014,4.3,Diesel,Automatic,197965,5,4,17745
Chevrolet,Equinox,2017,2.5,Electric,Manual,299947,2,4,13477
Kia,Sportage,2012,1.2,Diesel,Semi-Automatic,17005,3,1,14978
Kia,Optima,2007,3.5,Hybrid,Automatic,282147,4,1,11475
Ford,Fiesta,2006,,Hybrid,Semi-Automatic,280447,3,1,5759
Audi,Q5,2003,3.4,Electric,Automatic,78808,3,4,18065
Honda,CR-V,2021,3.8,Hybrid,Semi-Automatic,152715,4,5,21254
Hyundai,Tucson,2015,,Hybrid,Manual,108890,5,4,17364
Hyundai,Elantra,2014,3.9,Diesel,Semi-Automatic,250210,4,3,12591
Audi,A4,2006,2.3,Electric,Automatic,9729,3,3,20134
Audi,A3,2017,4.3,Electric,Automatic,110919,3,,25867
Chevrolet,Malibu,2019,2.8,Hybrid,Manual,169599,5,5,17864
Audi,A3,2018,4.7,Electric,Semi-Automatic,287915,2,1,18272
Honda,Accord,2016,3.4,Diesel,Automatic,230777,4,5,16072
Kia,Optima,2015,1.8,Diesel,Semi-Automatic,89738,2,3,15059
Chevrolet,Malibu,2021,4.7,Diesel,Automatic,177602,4,5,22832
Volkswagen,Golf,2005,3.8,Diesel,Automatic,138757,2,1,14217
Toyota,RAV4,2001,3.1,Hybrid,Semi-Automatic,80772,2,5,12047
Honda,Civic,2015,3.7,Hybrid,Manual,130593,3,5,18704
Ford,Explorer,2015,1.8,Electric,Semi-Automatic,83464,3,1,18778
Chevrolet,Equinox,2003,1.9,Electric,Manual,135168,3,2,10843
Honda,Civic,2001,3.4,Diesel,Manual,10808,3,3,13270
Mercedes,GLA,2016,2.7,Petrol,Automatic,5216,5,5,22741
Honda,CR-V,2009,1,Hybrid,Automatic,2425,2,2,17939
Toyota,Corolla,2002,2.1,Electric,Semi-Automatic,205620,4,5,8202
BMW,3 Series,2003,4.8,Hybrid,Automatic,222592,5,2,13734
Mercedes,C-Class,2002,1.2,Diesel,Semi-Automatic,66838,2,4,7985
Volkswagen,Passat,2012,1.9,Electric,Semi-Automatic,149619,4,4,15062
Audi,Q5,2015,3.1,Petrol,Automatic,249625,2,4,14362
Honda,CR-V,2006,2.1,Hybrid,Automatic,118204,3,5,14236
Hyundai,Sonata,2015,2.5,Petrol,Semi-Automatic,209042,4,3,12108
BMW,5 Series,2022,3.5,Diesel,Semi-Automatic,211848,4,5,17435
Mercedes,GLA,2002,4,Diesel,Manual,164115,3,3,9480
Kia,Sportage,2000,4.5,Hybrid,Automatic,91157,4,3,16233
Hyundai,Tucson,2010,4.4,Petrol,Automatic,268313,5,5,13358
Audi,A3,2002,4.5,Diesel,Semi-Automatic,,4,4,15806
Toyota,Camry,2006,4.3,Electric,Semi-Automatic,272803,4,4,11800
Kia,Sportage,2008,2.3,Petrol,Manual,78241,5,1,12661
BMW,X5,2013,4.7,Petrol,Semi-Automatic,143073,5,5,17216
Ford,Explorer,2007,4,Electric,Automatic,98916,3,5,20512
Toyota,Corolla,2009,4.5,Electric,Manual,59291,3,1,21200
Kia,Optima,2023,2.3,Diesel,Manual,30624,4,5,22202
Mercedes,E-Class,2015,4.7,Diesel,Automatic,239598,4,1,17514
Audi,Q5,2002,2.6,Electric,Semi-Automatic,271873,2,3,6758
Volkswagen,Tiguan,2009,1.2,Hybrid,Automatic,229601,2,2,10337
Honda,Civic,2001,2.2,Hybrid,Manual,45986,4,,11690
Mercedes,C-Class,2018,4.7,Hybrid,Automatic,284290,4,2,19274
Honda,Civic,2022,2.6,Hybrid,Semi-Automatic,193338,3,1,18258
Honda,Accord,2010,3.3,Hybrid,Automatic,115661,2,1,18526
Chevrolet,Impala,2022,1.1,Electric,Automatic,72509,5,2,24236
BMW,X5,2008,2,Diesel,Automatic,166381,4,4,11676
Kia,Sportage,2015,4.1,Electric,Manual,63211,5,5,23511
Mercedes,C-Class,2021,1.9,Electric,Semi-Automatic,251428,3,1,16224
Mercedes,C-Class,2000,4.3,Electric,Semi-Automatic,145135,5,1,13120
Honda,Accord,2005,1.1,Petrol,Automatic,97994,4,4,10920
Chevrolet,Malibu,2021,2,Petrol,Automatic,154699,5,1,18910
Honda,Accord,2001,1.4,Petrol,Semi-Automatic,287005,4,4,3500
Mercedes,GLA,2019,4.8,Hybrid,Automatic,248488,2,1,21228
Hyundai,Tucson,2001,2.1,Electric,Semi-Automatic,222692,2,2,7080
Chevrolet,Equinox,2023,4,Petrol,Semi-Automatic,147070,4,2,21102
BMW,3 Series,2006,3.1,Petrol,Manual,270680,3,2,6276
Hyundai,Elantra,2010,1.9,Hybrid,Semi-Automatic,266157,3,1,8183
Toyota,Corolla,2003,2.5,Petrol,Automatic,8549,4,3,15451
Audi,A3,2004,2,Hybrid,Semi-Automatic,185876,2,4,8018
Volkswagen,Passat,2007,4.7,Petrol,Manual,181983,4,3,12705
Mercedes,E-Class,2004,1.6,Electric,Automatic,161978,5,4,12530
Volkswagen,Tiguan,2003,4,Electric,Semi-Automatic,70381,5,2,16786
BMW,3 Series,2020,3.3,Diesel,Manual,159932,5,2,17852
Volkswagen,Golf,2011,2.9,Petrol,Semi-Automatic,106916,2,1,14282
BMW,5 Series,2016,2.9,Electric,Manual,149491,3,5,18918
Mercedes,GLA,2021,4.1,Electric,Manual,217505,3,4,21261
Hyundai,Tucson,2019,3.2,Diesel,Semi-Automatic,99797,3,2,19257
Audi,A4,2014,4,Diesel,Automatic,233087,3,,15992
Toyota,Corolla,2013,4.9,Hybrid,Manual,191897,4,2,17608
Audi,A3,2004,2.7,Diesel,Semi-Automatic,125256,2,1,9614
Hyundai,Tucson,2022,1.6,Petrol,Semi-Automatic,203941,2,5,14387
BMW,3 Series,2011,2.9,Electric,Automatic,31425,4,2,23049
Audi,Q5,2000,2.4,Diesel,Semi-Automatic,195146,5,,4545
Ford,Fiesta,2008,2.7,Electric,Automatic,218774,5,1,14567
Toyota,Camry,2017,3.3,Diesel,Manual,279509,2,3,12091
Hyundai,Sonata,2008,1.4,Electric,Semi-Automatic,192410,5,3,10589
Honda,Accord,2012,4.5,Electric,Automatic,176770,4,5,21287
Kia,Sportage,2006,3.4,Hybrid,Automatic,235574,2,4,12404
Ford,Explorer,2008,2.1,Petrol,Manual,137146,5,5,10250
Ford,Focus,2015,1.9,Electric,Semi-Automatic,288636,3,5,11772
BMW,3 Series,2013,1.1,Electric,Semi-Automatic,8855,3,2,19114
Kia,Optima,2007,4,Diesel,Automatic,19581,5,4,19789
Kia,Optima,2012,4.7,Petrol,Automatic,124920,4,4,19952
BMW,X5,2014,3.1,Electric,Manual,115840,3,4,19395
Ford,Fiesta,2001,1.5,Petrol,Automatic,198784,4,1,5992
Audi,Q5,2014,1.8,Electric,Semi-Automatic,246787,2,1,12537
Audi,Q5,2021,3.5,Petrol,Manual,248083,2,5,15642
Ford,Fiesta,2015,2.3,Hybrid,Manual,208379,5,3,13531
BMW,5 Series,2016,3.3,Electric,Manual,239076,5,2,16482
Audi,A3,2022,1.3,Petrol,Semi-Automatic,161773,2,1,15337
Ford,Fiesta,2016,3.9,Hybrid,Automatic,187800,5,4,20202
Volkswagen,Tiguan,2012,1.2,Electric,Manual,148720,3,2,13869
Audi,Q5,2012,4.4,Electric,Manual,272487,3,1,15138
Toyota,RAV4,2020,3,Hybrid,Automatic,90797,4,2,24122
Honda,Accord,2009,4.8,Electric,Automatic,210063,3,1,19072
Volkswagen,Passat,2007,1.2,Hybrid,Manual,149432,4,3,9469
Mercedes,E-Class,2017,2.5,Petrol,Manual,170525,5,3,14506
Toyota,Corolla,2016,3.3,Diesel,Automatic,283554,2,2,14049
Volkswagen,Passat,2016,3.8,Diesel,Semi-Automatic,230086,2,5,14172
Audi,A4,2015,4.6,Petrol,Manual,215310,2,4,15563
Audi,A3,2008,3.3,Petrol,Automatic,159950,5,3,14177
Hyundai,Sonata,2005,2,Petrol,Semi-Automatic,139139,4,5,8430
Hyundai,Elantra,2023,4,Petrol,Manual,258604,3,4,17197
Audi,A3,2016,2.2,Hybrid,Automatic,284193,2,4,13853
BMW,X5,2023,3.8,Electric,Manual,,4,1,20456
Kia,Optima,2004,4.2,Hybrid,Semi-Automatic,,3,4,10281
Audi,A4,2023,3.8,Electric,Manual,201522,3,5,22346
Kia,Sportage,2002,3.5,Hybrid,Manual,118648,5,1,11947
Hyundai,Elantra,2005,3.1,Petrol,Automatic,170453,2,1,11882
Hyundai,Elantra,2021,3.9,Electric,Automatic,78429,2,1,28404
BMW,3 Series,2007,1.2,Electric,Semi-Automatic,76098,5,3,13786
Audi,Q5,2007,4.6,Hybrid,Manual,128953,2,4,16135
Hyundai,Sonata,2015,2.7,Diesel,Manual,51432,2,3,17974
Hyundai,Sonata,2002,4.9,Hybrid,Semi-Automatic,197530,2,3,11636
Chevrolet,Malibu,2011,,Diesel,Semi-Automatic,215389,5,1,8386
Volkswagen,Tiguan,2004,1.6,Petrol,Semi-Automatic,134151,2,4,7378
Chevrolet,Malibu,2006,3.2,Diesel,Manual,85061,3,5,12946
BMW,X5,2015,2.5,Petrol,Automatic,99827,4,2,18555
BMW,X5,2004,1.9,Electric,Semi-Automatic,143356,5,2,11081
BMW,X5,2013,3.9,Electric,Automatic,176201,3,4,20781
Audi,A4,2004,1.1,Hybrid,Automatic,108671,2,5,11770
Hyundai,Tucson,2011,4.4,Diesel,Automatic,132007,3,3,18653
Kia,Sportage,2006,2.6,Electric,Automatic,239235,4,5,12626
Honda,CR-V,2012,1.7,Petrol,Automatic,211733,5,3,11664
Audi,Q5,2016,1.3,Diesel,Automatic,141074,3,1,15536
Toyota,Camry,2011,2.4,Petrol,Semi-Automatic,110704,5,4,13274
Kia,Optima,2014,3.2,Electric,Semi-Automatic,170640,3,5,17652
Honda,CR-V,2018,3.4,Diesel,Automatic,87261,4,1,22144
BMW,5 Series,2017,3.4,Electric,Semi-Automatic,164190,2,2,19803
Toyota,Corolla,2015,1.3,Petrol,Manual,155334,2,1,11888
BMW,3 Series,2016,2.9,Electric,Semi-Automatic,289360,4,5,14021
Volkswagen,Passat,2023,3.1,Diesel,Manual,241457,4,5,16222
Chevrolet,Equinox,2001,1.4,Hybrid,Automatic,98192,4,4,11088
Audi,A4,2000,4.2,Petrol,Automatic,94834,5,2,13830
Ford,Explorer,2004,1.3,Electric,Automatic,88151,2,2,14588
Hyundai,Sonata,2010,3.4,Hybrid,Manual,38370,5,3,18781
Ford,Focus,2016,4.1,Diesel,Manual,254750,3,3,13834
Honda,Accord,2019,4.1,Diesel,Semi-Automatic,4751,3,5,24157
Audi,Q5,2005,3.5,Diesel,Semi-Automatic,233833,3,1,7740
Chevrolet,Equinox,2015,2.1,Hybrid,Automatic,210354,3,5,15736
Hyundai,Sonata,2003,2.6,Diesel,Semi-Automatic,247388,2,2,4641
Ford,Explorer,2005,4.2,Diesel,Automatic,124629,3,2,15412
Toyota,RAV4,2002,4.4,Petrol,Manual,8916,5,2,15612
Volkswagen,Passat,2011,3,Electric,Manual,284441,2,1,11744
BMW,X5,2004,1.6,Petrol,Semi-Automatic,153548,3,5,6701
Kia,Optima,2006,4.7,Electric,Semi-Automatic,292097,2,2,11826
Volkswagen,Golf,2001,2.8,Diesel,Manual,61013,3,4,10463
Kia,Sportage,2005,2.6,Hybrid,Manual,180538,2,2,9781
Ford,Fiesta,2008,2.4,Petrol,Semi-Automatic,158538,2,3,10026
Ford,Fiesta,2023,1.4,Electric,Automatic,78634,2,1,25072
Honda,CR-V,2003,3.7,Hybrid,Semi-Automatic,72093,3,2,14452
Hyundai,Elantra,2003,1.6,Electric,Semi-Automatic,232233,3,3,6921
Honda,Accord,2012,4.7,Petrol,Manual,117916,4,4,17572
Honda,Civic,2006,,Electric,Automatic,288220,3,3,9511
BMW,X5,2004,3.1,Petrol,Semi-Automatic,196259,3,4,7830
Honda,Accord,2006,3.1,Petrol,Semi-Automatic,76820,4,3,13060
Hyundai,Sonata,2005,1.1,Petrol,Manual,297669,2,1,3500
Chevrolet,Impala,2011,2,Petrol,Automatic,211686,4,4,11666
Ford,Explorer,2000,4.5,Petrol,Manual,134919,5,5,10327
Toyota,Camry,2001,3.3,Diesel,Automatic,188704,3,3,9494
Hyundai,Sonata,2022,2.5,Electric,Automatic,65076,5,4,26946
Volkswagen,Golf,2000,3.5,Electric,Semi-Automatic,243409,2,5,8279
Chevrolet,Impala,2006,1.6,Petrol,Manual,129395,2,3,8596
Audi,A3,2023,1.5,Diesel,Automatic,292167,4,4,14273
Mercedes,GLA,2023,1,Diesel,Manual,239564,5,1,12614
Audi,A3,2020,1.2,Electric,Automatic,286319,2,2,15878
Toyota,Corolla,2014,3.8,Diesel,Automatic,282059,4,5,13926
Honda,CR-V,2018,2.9,Hybrid,Semi-Automatic,74117,5,3,20855
Toyota,Corolla,2014,4.8,Electric,Automatic,70217,2,3,26591
Chevrolet,Malibu,2018,1.2,Petrol,Semi-Automatic,35391,2,3,17486
Audi,Q5,2015,3.2,Diesel,Semi-Automatic,166329,4,5,14828
Hyundai,Tucson,2006,4.6,Electric,Automatic,238658,3,1,16146
Hyundai,Tucson,2011,3.2,Electric,Manual,139866,5,3,17154
Mercedes,C-Class,2014,5,Diesel,Semi-Automatic,151529,5,4,17971
Kia,Sportage,2013,4.5,Electric,Manual,16971,4,2,24780
Hyundai,Elantra,2011,4.1,Hybrid,Manual,32785,5,5,20727
Volkswagen,Tiguan,2003,4.6,Diesel,Automatic,19576,2,5,18739
Toyota,RAV4,2009,4.8,Electric,Manual,113441,4,1,19829
Kia,Sportage,2006,4.5,Hybrid,Manual,246638,4,2,11317
Volkswagen,Passat,2018,4,Hybrid,Manual,202262,2,4,18294
BMW,3 Series,2010,2.3,Electric,Manual,53742,3,2,18069
Toyota,Camry,2004,3.8,Hybrid,Manual,294151,5,2,7378
Volkswagen,Golf,2001,3.4,Petrol,Manual,237430,4,2,5339
Ford,Focus,2017,3.7,Diesel,Semi-Automatic,141739,4,3,17614
Chevrolet,Equinox,2000,2.6,Electric,Semi-Automatic,166188,2,4,9408
Audi,Q5,2000,1.4,Hybrid,Manual,125634,5,5,6977
Hyundai,Tucson,2018,2.4,Hybrid,Manual,100932,2,4,19042
Audi,Q5,2010,4,Electric,Semi-Automatic,181033,3,1,16588
Hyundai,Sonata,2007,3.2,Diesel,Manual,213982,2,3,8960
Hyundai,Elantra,2019,1.7,Diesel,Manual,123664,4,3,15796
Mercedes,GLA,2019,3.5,Petrol,Semi-Automatic,253742,3,1,14394
BMW,3 Series,2007,1.5,Diesel,Semi-Automatic,10282,2,5,13114
Volkswagen,Tiguan,2015,3.1,Petrol,Semi-Automatic,295220,2,1,10141
BMW,3 Series,2000,4.8,Hybrid,Manual,237133,2,1,9025
Kia,Optima,2007,4.9,Diesel,Manual,155788,5,1,13972
Honda,Accord,2020,2.4,Diesel,Semi-Automatic,81351,4,4,19026
Audi,A4,2020,2.2,Electric,Automatic,199392,4,2,20671
Honda,Accord,2012,1.3,Hybrid,Manual,257281,4,,8494
Chevrolet,Equinox,2000,3.8,Electric,Semi-Automatic,278822,5,2,7565
Hyundai,Tucson,2021,4.2,Diesel,Semi-Automatic,215585,5,3,18004
Audi,Q5,2008,4.4,Petrol,Semi-Automatic,20870,3,4,18344
Audi,A3,2022,2.8,Hybrid,Semi-Automatic,44239,2,5,23826
BMW,5 Series,2009,4.2,Hybrid,Automatic,56873,2,3,21634
Hyundai,Elantra,2009,3.3,Petrol,Automatic,1453,5,3,20248
Audi,A3,2004,4.8,Petrol,Semi-Automatic,292305,3,3,7443
Mercedes,C-Class,2018,4.4,Petrol,Manual,276567,4,2,14644
Mercedes,E-Class,2018,2.7,Hybrid,Automatic,160770,3,4,20097
Toyota,Corolla,2007,2.8,Diesel,Manual,36288,4,1,14480
Kia,Rio,2020,4.3,Petrol,Semi-Automatic,115453,3,2,21158
Audi,A4,2001,2.7,Petrol,Manual,130544,5,4,7856
BMW,5 Series,2016,4.6,Diesel,Semi-Automatic,122186,3,5,19348
Volkswagen,Tiguan,2000,3.7,Diesel,Automatic,6755,3,2,16037
Volkswagen,Passat,2001,4.9,Diesel,Semi-Automatic,251811,3,3,7460
Ford,Explorer,2006,1.7,Petrol,Semi-Automatic,179625,3,5,7012
Toyota,Corolla,2013,3.2,Diesel,Semi-Automatic,156713,3,,14114
Chevrolet,Equinox,2012,4.5,Diesel,Semi-Automatic,152203,3,3,16021
Volkswagen,Golf,2002,1.1,Diesel,Automatic,212399,2,5,5341
Chevrolet,Malibu,2005,1.6,Petrol,Automatic,281145,5,3,5385
Kia,Optima,2005,1.1,Petrol,Semi-Automatic,44195,5,5,10178
Ford,Explorer,2015,4.8,Petrol,Semi-Automatic,239695,5,4,15060
Honda,Accord,2002,4.7,Petrol,Automatic,222672,5,3,11280
BMW,3 Series,2010,1.1,Electric,Automatic,31604,2,1,19367
Toyota,RAV4,2019,4.3,Diesel,Manual,279294,3,1,14900
BMW,X5,2011,4.6,Diesel,Automatic,212129,3,1,16200
Volkswagen,Tiguan,2018,4.8,Electric,Semi-Automatic,176896,3,3,22334
Toyota,Corolla,2020,3.5,Petrol,Manual,173012,2,3,17743
Kia,Sportage,2016,2,Petrol,Manual,131907,3,3,14457
BMW,3 Series,2001,1.2,Electric,Semi-Automatic,39712,4,3,11909
Volkswagen,Passat,2011,3.4,Electric,Manual,156121,4,3,16935
Kia,Sportage,2012,3.8,Hybrid,Semi-Automatic,228277,5,,13884
Honda,Accord,2015,1.2,Hybrid,Manual,13093,4,2,18442
Audi,A3,2006,1.4,Diesel,Manual,187887,3,2,6198
Ford,Explorer,2021,1.8,Diesel,Manual,,4,5,14705
Toyota,Corolla,2012,3.8,Hybrid,Semi-Automatic,48417,3,5,20179
Ford,Focus,2007,1.3,Diesel,Automatic,32383,4,5,14616
Hyundai,Elantra,2012,4.4,Petrol,Semi-Automatic,179403,5,3,14894
Toyota,Camry,2003,1.1,Diesel,Automatic,219959,3,4,5600
Kia,Optima,2011,1.1,Diesel,Automatic,220420,2,4,9784
Mercedes,C-Class,2000,2.5,Hybrid,Semi-Automatic,230751,3,1,5222
Kia,Sportage,2023,2.1,Diesel,Manual,146812,5,2,17785
Ford,Fiesta,2002,3.3,Diesel,Manual,216463,5,5,6422
Toyota,RAV4,2013,3.9,Diesel,Semi-Automatic,127919,3,4,16347
Ford,Fiesta,2012,4.9,Electric,Semi-Automatic,112137,4,2,21625
Kia,Rio,2018,1.4,Petrol,Semi-Automatic,292668,4,2,8830
Audi,Q5,2020,4.4,Petrol,Semi-Automatic,18372,5,1,24731
Honda,Accord,2010,2.4,Electric,Semi-Automatic,,3,4,10591
Audi,Q5,2021,4.2,Diesel,Manual,16425,2,3,24974
Toyota,RAV4,2017,3.7,Diesel,Semi-Automatic,254043,5,3,13683
BMW,5 Series,2010,3.5,Electric,Manual,229393,4,5,14021
BMW,3 Series,2008,2.1,Petrol,Automatic,266257,5,1,8354
Hyundai,Tucson,2014,4.3,Petrol,Manual,296971,4,4,11655
Hyundai,Sonata,2016,3.4,Petrol,Automatic,171956,3,3,18130
Kia,Sportage,2007,2.4,Petrol,Manual,118305,4,5,10908
Honda,Accord,2015,2.2,Hybrid,Manual,112328,4,3,16718
Hyundai,Elantra,2008,4.6,Electric,Semi-Automatic,103664,2,2,19296
Mercedes,GLA,2017,2.4,Diesel,Automatic,72130,3,3,20400
Ford,Fiesta,2009,2.9,Hybrid,Semi-Automatic,6037,5,2,18513
BMW,3 Series,2020,2.1,Petrol,Manual,50793,3,3,19572
Audi,A4,2003,2.3,Hybrid,Semi-Automatic,191174,5,3,7833
Volkswagen,Passat,2021,2.8,Petrol,Manual,134173,2,5,18403
Ford,Explorer,2023,2.4,Petrol,Automatic,22168,5,4,25298
Kia,Optima,2009,3.3,Hybrid,Automatic,33225,4,4,20886
Hyundai,Elantra,2009,4.3,Petrol,Manual,29548,4,1,18391
Volkswagen,Passat,2004,3.6,Electric,Automatic,40858,2,2,20268
Volkswagen,Tiguan,2022,3.4,Petrol,Automatic,184951,4,2,20825
Mercedes,C-Class,2021,3.7,Hybrid,Semi-Automatic,19065,4,5,25756
Mercedes,E-Class,2007,2.8,Hybrid,Automatic,146189,4,3,15008
Mercedes,E-Class,2012,4.6,Petrol,Semi-Automatic,204744,3,2,14359
Chevrolet,Equinox,2007,3.3,Diesel,Semi-Automatic,114787,4,3,12607
Mercedes,C-Class,2005,4.5,Petrol,Semi-Automatic,292008,5,2,7453
BMW,3 Series,2022,4.8,Petrol,Automatic,85532,3,5,26756
BMW,5 Series,2019,2.3,Electric,Semi-Automatic,212627,2,1,17232
Volkswagen,Tiguan,2016,3.9,Electric,Automatic,249972,3,1,19775
Toyota,RAV4,2018,2.8,Hybrid,Semi-Automatic,134787,4,1,18557
Ford,Explorer,2008,3.7,Diesel,Semi-Automatic,118324,3,,13708
BMW,5 Series,2014,3.9,Petrol,Automatic,69238,5,3,21551
Toyota,RAV4,2009,5,Electric,Manual,177043,2,3,17953
Audi,A4,2019,1.6,Petrol,Semi-Automatic,126184,4,2,15533
Audi,Q5,2007,1.5,Diesel,Manual,107002,5,2,9728
Kia,Sportage,2003,1.6,Hybrid,Semi-Automatic,259664,3,4,4210
Toyota,RAV4,2018,1.2,Petrol,Semi-Automatic,108338,3,3,14933
Chevrolet,Malibu,2015,4.9,Hybrid,Manual,97726,3,5,21954
BMW,X5,2011,4.6,Electric,Semi-Automatic,232629,3,2,16357
Audi,Q5,2007,3.3,Electric,Automatic,101386,5,4,19201
Hyundai,Sonata,2023,1.9,Hybrid,Semi-Automatic,102533,5,5,20736
Hyundai,Elantra,2003,4.2,Hybrid,Semi-Automatic,141075,3,4,12912
Hyundai,Tucson,2003,3.1,Diesel,Semi-Automatic,173418,2,3,8104
Chevrolet,Equinox,2010,3.8,Petrol,Automatic,285401,2,2,11709
Honda,Civic,2018,2.9,Diesel,Automatic,292244,3,,14096
Audi,A3,2014,3.9,Diesel,Semi-Automatic,17369,3,3,20741
Ford,Explorer,2002,4.3,Diesel,Manual,115187,5,2,11718
Toyota,Camry,2003,1.1,Hybrid,Semi-Automatic,96140,5,2,9060
Honda,Civic,2003,4.1,Electric,Manual,16736,2,3,18839
Ford,Fiesta,2006,1.1,Petrol,Automatic,211012,3,5,7488
Chevrolet,Impala,2023,1.7,Petrol,Automatic,1631,5,2,24792
Hyundai,Elantra,2022,2.7,Electric,Manual,279475,2,3,17168
Chevrolet,Impala,2019,4,Hybrid,Semi-Automatic,124977,3,3,21525
Honda,Accord,2000,3.7,Diesel,Automatic,18159,3,1,15638
Toyota,Camry,2006,3,Petrol,Automatic,169890,5,1,12254
Hyundai,Tucson,2011,1,Diesel,Manual,184645,3,3,8237
Kia,Sportage,2020,1.6,Electric,Automatic,81288,5,4,23754
Toyota,Corolla,2011,1.1,Electric,Manual,198502,3,2,11426
Hyundai,Tucson,2000,1.6,Petrol,Manual,51098,4,2,8186
Audi,A4,2005,4.1,Electric,Manual,266230,5,4,11156
Honda,Civic,2017,4.3,Petrol,Automatic,140185,4,3,21343
Hyundai,Elantra,2001,2.5,Electric,Semi-Automatic,179706,5,2,9284
Audi,A3,2018,2.7,Hybrid,Automatic,160171,5,1,20118
Audi,A3,2018,4.1,Petrol,Manual,206059,5,3,16586
Honda,Civic,2011,1.8,Hybrid,Semi-Automatic,273414,3,4,8279
Chevrolet,Malibu,2019,3.4,Diesel,Semi-Automatic,257955,3,1,14070
Volkswagen,Passat,2023,1.7,Hybrid,Manual,48544,3,1,22276
Chevrolet,Impala,2021,4.2,Hybrid,Automatic,17008,5,3,29328
Ford,Explorer,2016,3.3,Petrol,Manual,270132,4,2,11895
Hyundai,Tucson,2020,3.7,Diesel,Manual,213939,5,5,16662
Kia,Sportage,2014,3.5,Electric,Manual,57902,2,2,22122
Toyota,RAV4,2000,2.7,Petrol,Manual,63178,3,3,9688
Mercedes,C-Class,2005,1.1,Hybrid,Automatic,255461,2,4,7158
BMW,X5,2003,4.2,Hybrid,Automatic,122228,5,3,16196
Volkswagen,Passat,2013,4.2,Petrol,Automatic,127524,3,5,19511
Ford,Focus,2006,4.8,Electric,Semi-Automatic,102424,4,3,18639
Kia,Sportage,2018,1.8,Hybrid,Automatic,9277,5,2,23824
Ford,Explorer,2014,1.3,Diesel,Automatic,136281,3,1,14654
Ford,Explorer,2008,1.4,Petrol,Semi-Automatic,82203,5,1,10946
Chevrolet,Equinox,2021,3.1,Diesel,Manual,277817,5,3,13900
Hyundai,Sonata,2017,4.4,Hybrid,Semi-Automatic,248658,5,4,16846
Audi,A3,2023,1.5,Electric,Semi-Automatic,109856,2,1,21528
Hyundai,Elantra,2011,3,Electric,Semi-Automatic,131585,4,5,17094
Audi,A3,2010,1.6,Petrol,Automatic,173267,3,1,11784
BMW,X5,2010,,Diesel,Manual,148488,4,2,13528
Chevrolet,Equinox,2013,4.2,Diesel,Semi-Automatic,102212,4,5,17771
Mercedes,GLA,2021,4.6,Electric,Manual,20503,2,2,29031
Mercedes,E-Class,2022,3.3,Petrol,Automatic,57797,5,3,25102
Volkswagen,Tiguan,2001,4.9,Hybrid,Automatic,85649,5,3,17652
Ford,Focus,2019,2,Hybrid,Manual,68443,3,1,20004
Audi,A4,2020,4.7,Petrol,Automatic,128780,2,5,24017
Chevrolet,Malibu,2011,3.2,Diesel,Manual,23945,3,1,17712
Honda,CR-V,2009,3.7,Diesel,Semi-Automatic,214263,3,4,10874
Chevrolet,Equinox,2010,4.9,Hybrid,Automatic,209826,5,2,18030
Honda,CR-V,2013,1,Electric,Semi-Automatic,31173,3,3,18158
Kia,Rio,2002,4.5,Diesel,Manual,181732,3,1,9739
Kia,Sportage,2009,4.3,Petrol,Manual,206372,3,1,12201
Chevrolet,Impala,2006,2,Electric,Automatic,35063,4,5,18722
Ford,Focus,2002,2.2,Diesel,Semi-Automatic,132138,5,2,7450
Hyundai,Tucson,2014,4.6,Electric,Automatic,227591,5,3,20734
Audi,A3,2007,1,Diesel,Semi-Automatic,104108,5,4,8955
Ford,Fiesta,2001,4.1,Petrol,Automatic,113204,3,3,13536
Ford,Fiesta,2013,4.6,Petrol,Manual,103598,5,4,18424
Mercedes,C-Class,2017,3.1,Hybrid,Manual,227407,2,4,15314
Chevrolet,Equinox,2014,1.8,Petrol,Manual,132811,4,3,13025
Volkswagen,Passat,2023,2.3,Diesel,Automatic,161315,3,2,20253
Hyundai,Tucson,2015,2.6,Diesel,Automatic,195860,5,2,15368
Toyota,RAV4,2017,2.5,Electric,Automatic,188471,4,5,20002
Honda,Accord,2020,3.7,Hybrid,Semi-Automatic,193168,4,4,19138
BMW,X5,2018,3.6,Diesel,Manual,27859,3,5,21948
Toyota,Camry,2020,1.7,Diesel,Manual,51339,5,2,18853
BMW,5 Series,2013,2.4,Hybrid,Semi-Automatic,277398,2,5,10241
Toyota,Corolla,2017,2.2,Diesel,Automatic,101345,4,2,19028
Toyota,RAV4,2004,3.1,Petrol,Semi-Automatic,201488,4,4,7648
Audi,Q5,2001,4.2,Electric,Manual,88810,3,3,15440
